ask_price,ask_whole_lot_volume,ask_lot_volume,bid_price,bid_whole_lot_volume,bit_lot_volume,close_price,close_volume
38096.00000,1,1.000,38095.90000,1,1.000,38096.00000,0.15400000
38096.00000,1,1.000,38095.90000,1,1.000,38096.00000,0.15400000
38096.00000,1,1.000,38095.90000,1,1.000,38096.00000,0.15400000
38096.00000,1,1.000,38095.90000,3,3.000,38096.00000,0.15400000
38096.00000,1,1.000,38095.90000,4,4.000,38096.00000,0.15400000
38096.00000,1,1.000,38095.90000,7,7.000,38096.00000,0.15400000
38100.00000,11,11.000,38099.90000,8,8.000,38100.00000,0.16000000
38100.00000,3,3.000,38099.90000,10,10.000,38100.00000,2.62060552
38128.90000,1,1.000,38128.80000,6,6.000,38100.00000,0.00021868
38128.90000,1,1.000,38128.80000,6,6.000,38100.00000,0.00021868
38127.00000,5,5.000,38126.90000,1,1.000,38100.00000,0.00021868
38119.20000,1,1.000,38105.00000,1,1.000,38100.00000,0.00021868
38107.20000,1,1.000,38100.50000,1,1.000,38100.00000,0.00021868
38102.00000,1,1.000,38101.10000,1,1.000,38100.00000,0.00021868
38118.60000,1,1.000,38104.10000,1,1.000,38100.00000,0.00021868
38118.70000,1,1.000,38103.60000,1,1.000,38100.00000,0.00021868
38118.00000,1,1.000,38117.90000,1,1.000,38100.00000,0.00021868
38118.00000,1,1.000,38117.90000,4,4.000,38100.00000,0.00021868
38118.00000,1,1.000,38117.90000,5,5.000,38100.00000,0.00021868
38118.00000,1,1.000,38117.90000,5,5.000,38100.00000,0.00021868
38118.00000,1,1.000,38117.90000,5,5.000,38100.00000,0.00021868
38118.00000,1,1.000,38117.90000,5,5.000,38100.00000,0.00021868
38118.00000,1,1.000,38117.90000,6,6.000,38100.00000,0.00021868
38118.00000,1,1.000,38117.90000,6,6.000,38100.00000,0.00021868
38136.40000,1,1.000,38120.20000,1,1.000,38118.00000,0.00390000
38135.20000,1,1.000,38118.40000,1,1.000,38136.40000,0.00673784
38130.40000,1,1.000,38118.30000,1,1.000,38136.40000,0.00673784
38130.40000,1,1.000,38118.30000,1,1.000,38136.40000,0.00673784
38130.40000,1,1.000,38118.30000,1,1.000,38136.40000,0.00673784
38135.10000,1,1.000,38127.00000,1,1.000,38126.30000,0.00000081
38126.40000,1,1.000,38126.30000,4,4.000,38126.30000,0.00000081
38129.80000,1,1.000,38129.70000,1,1.000,38135.10000,0.27998268
38135.10000,1,1.000,38129.70000,1,1.000,38135.10000,0.27998268
38134.40000,1,1.000,38124.30000,1,1.000,38135.10000,0.27998268
38132.40000,1,1.000,38124.30000,1,1.000,38135.10000,0.27998268
38132.20000,1,1.000,38124.60000,1,1.000,38135.10000,0.27998268
38134.40000,1,1.000,38124.70000,1,1.000,38135.10000,0.27998268
38125.20000,1,1.000,38125.10000,2,2.000,38135.10000,0.27998268
38118.10000,2,2.000,38118.00000,1,1.000,38135.10000,0.27998268
38118.10000,1,1.000,38118.00000,1,1.000,38135.10000,0.27998268
38118.10000,2,2.000,38118.00000,1,1.000,38135.10000,0.27998268
38118.10000,1,1.000,38118.00000,1,1.000,38135.10000,0.27998268
38118.10000,4,4.000,38118.00000,1,1.000,38135.10000,0.27998268
38118.10000,4,4.000,38118.00000,1,1.000,38135.10000,0.27998268
38118.10000,4,4.000,38118.00000,1,1.000,38135.10000,0.27998268
38118.10000,7,7.000,38118.00000,1,1.000,38118.10000,0.00193849
38118.10000,7,7.000,38118.00000,1,1.000,38118.10000,0.00193849
38118.10000,8,8.000,38118.00000,1,1.000,38118.10000,0.04000000
38118.10000,8,8.000,38118.00000,1,1.000,38118.10000,0.73499373
38118.10000,9,9.000,38118.00000,1,1.000,38118.10000,0.04000000
38118.10000,9,9.000,38118.00000,1,1.000,38118.10000,0.73499373
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,9,9.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,5,5.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,6,6.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,3,3.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,5,5.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,5,5.000,38118.00000,1,1.000,38118.10000,0.00234001
38118.10000,5,5.000,38118.00000,1,1.000,38118.10000,0.00234001
38119.00000,1,1.000,38118.90000,5,5.000,38118.10000,0.00234001
38118.10000,5,5.000,38118.00000,1,1.000,38118.10000,0.00234001
38133.80000,1,1.000,38126.10000,1,1.000,38118.10000,0.00234001
38133.60000,1,1.000,38130.10000,1,1.000,38118.10000,0.00234001
38133.80000,1,1.000,38130.70000,2,2.000,38133.90000,0.23793806
38133.90000,2,2.000,38130.40000,1,1.000,38118.10000,0.00234001
38136.40000,1,1.000,38131.20000,2,2.000,38133.90000,0.23793806
38131.30000,1,1.000,38130.60000,1,1.000,38133.90000,0.23793806
38132.60000,1,1.000,38130.50000,1,1.000,38133.90000,0.23793806
38132.60000,1,1.000,38130.50000,1,1.000,38133.90000,0.23793806
38134.10000,1,1.000,38130.60000,1,1.000,38130.50000,0.00249578
38133.50000,1,1.000,38131.60000,1,1.000,38136.40000,0.00061788
38129.00000,2,2.000,38125.80000,2,2.000,38136.40000,0.00061788
38129.00000,2,2.000,38125.80000,2,2.000,38136.40000,0.00061788
38129.00000,2,2.000,38125.80000,2,2.000,38136.40000,0.00061788
38129.00000,2,2.000,38126.40000,2,2.000,38136.40000,0.00061788
38132.70000,1,1.000,38125.40000,1,1.000,38126.80000,0.00000081
38132.80000,1,1.000,38125.40000,1,1.000,38126.80000,0.00000081
38132.10000,1,1.000,38125.50000,1,1.000,38126.80000,0.00000081
38132.00000,1,1.000,38121.50000,1,1.000,38126.80000,0.00000081
38132.00000,1,1.000,38120.90000,1,1.000,38126.80000,0.00000081
38118.10000,6,6.000,38118.00000,1,1.000,38126.80000,0.00000081
38118.10000,8,8.000,38118.00000,1,1.000,38126.80000,0.00000081
38118.10000,5,5.000,38118.00000,1,1.000,38126.80000,0.00000081
38118.10000,11,11.000,38118.00000,1,1.000,38126.80000,0.00000081
38118.10000,11,11.000,38118.00000,1,1.000,38118.00000,0.00016989
38118.10000,11,11.000,38118.00000,1,1.000,38118.00000,0.03935138
38118.10000,10,10.000,38118.00000,1,1.000,38118.00000,0.03935138
38118.10000,10,10.000,38118.00000,1,1.000,38118.00000,0.03935138
38118.10000,9,9.000,38118.00000,1,1.000,38118.00000,0.03935138
38118.10000,12,12.000,38118.00000,1,1.000,38118.00000,0.03935138
38118.10000,10,10.000,38118.00000,1,1.000,38118.00000,0.03935138
38118.10000,12,12.000,38118.00000,1,1.000,38118.00000,0.03935138
38094.10000,1,1.000,38089.70000,1,1.000,38118.00000,0.00994031
38115.70000,2,2.000,38105.60000,1,1.000,38118.00000,0.00994031
38108.00000,1,1.000,38102.70000,1,1.000,38102.70000,0.01000000
38115.70000,2,2.000,38102.60000,1,1.000,38118.00000,0.00994031
38102.70000,1,1.000,38096.20000,1,1.000,38102.70000,0.01000000
38100.70000,1,1.000,38098.20000,1,1.000,38102.70000,0.01000000
38106.20000,1,1.000,38098.20000,1,1.000,38102.70000,0.01000000
38115.70000,1,1.000,38102.80000,2,2.000,38103.00000,0.01122578
38102.90000,1,1.000,38102.80000,2,2.000,38103.00000,0.01122578
38122.40000,2,2.000,38107.80000,2,2.000,38103.00000,0.01122578
38119.90000,1,1.000,38114.20000,1,1.000,38103.00000,0.01122578
38116.40000,1,1.000,38114.60000,1,1.000,38103.00000,0.01122578
38119.90000,1,1.000,38114.40000,1,1.000,38103.00000,0.01122578
38116.40000,1,1.000,38114.60000,1,1.000,38103.00000,0.01122578
38116.40000,1,1.000,38115.00000,2,2.000,38103.00000,0.01122578
38114.30000,7,7.000,38114.20000,1,1.000,38103.00000,0.01122578
38110.40000,4,4.000,38110.30000,1,1.000,38103.00000,0.01122578
38109.20000,1,1.000,38105.50000,1,1.000,38103.00000,0.01122578
38109.00000,1,1.000,38105.50000,1,1.000,38103.00000,0.01122578
38109.00000,1,1.000,38105.50000,1,1.000,38103.00000,0.01122578
38108.50000,1,1.000,38105.50000,1,1.000,38103.00000,0.01122578
38123.40000,1,1.000,38113.10000,1,1.000,38103.00000,0.01122578
38123.60000,1,1.000,38112.60000,1,1.000,38103.00000,0.01122578
38135.40000,1,1.000,38124.50000,1,1.000,38103.00000,0.01122578
38136.20000,1,1.000,38124.00000,1,1.000,38103.00000,0.01122578
38135.30000,1,1.000,38123.40000,1,1.000,38103.00000,0.01122578
38136.50000,2,2.000,38124.90000,1,1.000,38136.50000,0.02660000
38135.30000,1,1.000,38127.10000,1,1.000,38136.50000,0.02660000
38134.40000,1,1.000,38127.60000,1,1.000,38136.50000,0.02660000
38134.90000,1,1.000,38129.20000,1,1.000,38136.50000,0.02660000
38134.70000,1,1.000,38129.30000,1,1.000,38136.50000,0.02660000
38134.90000,1,1.000,38128.50000,1,1.000,38136.50000,0.02660000
38132.40000,1,1.000,38127.80000,1,1.000,38136.50000,0.02660000
38134.20000,1,1.000,38128.10000,1,1.000,38136.50000,0.02660000
38132.20000,1,1.000,38122.30000,1,1.000,38136.50000,0.02660000
38132.10000,1,1.000,38123.20000,1,1.000,38122.40000,0.01665707
38132.50000,2,2.000,38124.20000,1,1.000,38122.40000,0.01665707
38132.50000,2,2.000,38124.30000,1,1.000,38122.40000,0.01665707
38131.30000,1,1.000,38126.60000,1,1.000,38122.40000,0.01665707
38131.60000,1,1.000,38126.60000,1,1.000,38122.40000,0.01665707
38132.30000,1,1.000,38127.40000,1,1.000,38127.40000,0.00016139
38132.30000,1,1.000,38129.80000,1,1.000,38127.40000,0.00016139
38131.50000,2,2.000,38130.70000,1,1.000,38127.40000,0.00016139
38132.30000,1,1.000,38129.80000,1,1.000,38127.40000,0.00016139
38132.00000,2,2.000,38131.60000,1,1.000,38127.40000,0.00016139
38132.30000,1,1.000,38132.20000,3,3.000,38127.40000,0.00016139
38132.30000,1,1.000,38132.20000,4,4.000,38127.40000,0.00016139
38132.30000,1,1.000,38132.20000,4,4.000,38127.40000,0.00016139
38135.20000,1,1.000,38135.10000,5,5.000,38132.30000,0.02700000
38135.20000,1,1.000,38135.10000,5,5.000,38132.30000,0.02700000
38135.20000,1,1.000,38135.10000,5,5.000,38135.20000,0.03933683
38135.20000,1,1.000,38135.10000,5,5.000,38135.20000,0.03933683
38135.20000,1,1.000,38135.10000,6,6.000,38135.20000,0.03933384
38140.00000,1,1.000,38139.90000,2,2.000,38140.00000,0.03610451
38140.00000,1,1.000,38139.90000,3,3.000,38140.00000,0.03610451
38140.00000,1,1.000,38139.90000,5,5.000,38140.00000,0.03610451
38140.00000,1,1.000,38139.90000,4,4.000,38140.00000,0.03610451
38140.00000,1,1.000,38139.90000,4,4.000,38140.00000,0.03610451
38140.00000,1,1.000,38139.90000,6,6.000,38140.00000,0.03610451
38140.00000,1,1.000,38139.90000,6,6.000,38140.00000,0.03610451
38140.00000,1,1.000,38139.90000,5,5.000,38139.90000,0.05000000
38140.00000,1,1.000,38139.90000,6,6.000,38140.00000,0.03610451
38140.00000,1,1.000,38139.90000,3,3.000,38140.00000,0.05147433
38140.00000,1,1.000,38139.90000,4,4.000,38140.00000,0.05147433
38140.00000,1,1.000,38139.90000,4,4.000,38140.00000,0.05147433
38140.00000,1,1.000,38139.90000,5,5.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,5,5.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,5,5.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,5,5.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,5,5.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,6,6.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,6,6.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,7,7.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,7,7.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,7,7.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,7,7.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,8,8.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,8,8.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,8,8.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,8,8.000,38140.00000,0.00258365
38140.00000,1,1.000,38139.90000,7,7.000,38139.90000,0.00650388
38150.00000,1,1.000,38149.90000,2,2.000,38139.90000,0.03650000
38150.00000,1,1.000,38149.90000,4,4.000,38139.90000,0.03650000
38150.00000,1,1.000,38149.90000,4,4.000,38139.90000,0.03650000
38150.00000,1,1.000,38149.90000,4,4.000,38139.90000,0.03650000
38150.00000,1,1.000,38149.90000,3,3.000,38139.90000,0.03650000
38150.00000,1,1.000,38149.90000,4,4.000,38139.90000,0.03650000
38150.00000,1,1.000,38149.90000,4,4.000,38139.90000,0.03650000
38150.00000,1,1.000,38149.90000,5,5.000,38149.90000,0.00015332
38150.00000,1,1.000,38149.90000,5,5.000,38149.90000,0.00015332
38150.00000,1,1.000,38149.90000,6,6.000,38149.90000,0.00015332
38150.00000,1,1.000,38149.90000,5,5.000,38149.90000,0.00015332
38150.00000,1,1.000,38149.90000,5,5.000,38149.90000,0.00015332
38150.00000,1,1.000,38149.90000,5,5.000,38149.90000,0.00015332
38150.00000,1,1.000,38149.90000,5,5.000,38149.90000,0.20000000
38150.00000,1,1.000,38149.90000,5,5.000,38149.90000,0.20000000
38205.80000,1,1.000,38150.80000,1,1.000,38150.00000,0.01809007
38187.00000,1,1.000,38180.80000,1,1.000,38167.20000,0.04793867
38187.00000,1,1.000,38180.80000,1,1.000,38167.20000,0.04793867
38187.00000,1,1.000,38183.90000,1,1.000,38167.20000,0.04793867
38208.80000,1,1.000,38190.60000,2,2.000,38167.20000,0.04793867
38208.70000,1,1.000,38202.20000,1,1.000,38200.20000,0.00416400
38208.70000,1,1.000,38203.10000,1,1.000,38202.60000,0.07500000
38208.70000,1,1.000,38202.60000,1,1.000,38202.60000,0.07500000
38208.70000,1,1.000,38203.00000,2,2.000,38202.60000,0.07500000
38210.40000,1,1.000,38210.10000,1,1.000,38206.00000,0.00175900
38210.40000,1,1.000,38210.30000,1,1.000,38210.40000,0.01000000
38232.20000,1,1.000,38216.70000,1,1.000,38232.20000,0.00107275
38210.40000,1,1.000,38210.30000,3,3.000,38210.40000,0.01000000
38221.30000,1,1.000,38220.90000,1,1.000,38232.20000,0.00107275
38239.80000,1,1.000,38230.20000,1,1.000,38229.80000,0.00046314
38243.40000,1,1.000,38238.90000,2,2.000,38229.80000,0.00046314
38243.40000,1,1.000,38243.30000,4,4.000,38243.30000,0.04154033
38243.40000,1,1.000,38243.30000,4,4.000,38243.30000,0.04154033
38274.60000,1,1.000,38255.20000,1,1.000,38255.10000,0.00584381
38300.00000,14,14.000,38274.60000,1,1.000,38274.50000,0.01281496
38300.00000,12,12.000,38295.20000,1,1.000,38300.00000,0.24318089
38370.40000,1,1.000,38302.80000,1,1.000,38398.20000,10.21255764
38385.60000,1,1.000,38347.30000,1,1.000,38347.30000,0.05703116
38374.20000,2,2.000,38374.10000,1,1.000,38374.10000,0.00000911
38374.20000,2,2.000,38369.60000,1,1.000,38374.10000,0.00000911
38348.80000,2,2.000,38348.70000,1,1.000,38354.90000,0.00000707
38348.80000,2,2.000,38348.70000,1,1.000,38354.90000,0.00000707
38314.10000,1,1.000,38303.40000,1,1.000,38314.10000,0.03908876
38303.30000,1,1.000,38293.20000,1,1.000,38303.30000,0.02185088
38303.60000,2,2.000,38303.50000,1,1.000,38303.30000,0.02185088
38303.60000,2,2.000,38303.50000,1,1.000,38303.30000,0.02185088
38303.60000,2,2.000,38303.50000,1,1.000,38303.30000,0.02185088
38303.60000,2,2.000,38303.50000,1,1.000,38303.60000,0.07115839
38300.60000,2,2.000,38300.50000,1,1.000,38300.60000,0.03221328
38317.70000,1,1.000,38300.60000,1,1.000,38300.60000,0.03221328
38341.00000,1,1.000,38340.90000,2,2.000,38327.30000,0.00882353
38327.20000,1,1.000,38314.20000,2,2.000,38327.20000,0.06716002
38365.00000,1,1.000,38343.60000,1,1.000,38365.10000,0.40816592
38366.80000,1,1.000,38349.10000,1,1.000,38366.80000,0.00351103
38366.80000,1,1.000,38349.10000,1,1.000,38366.80000,0.00351103
38354.10000,1,1.000,38354.00000,5,5.000,38352.50000,0.01230000
38354.10000,1,1.000,38354.00000,5,5.000,38352.50000,0.01230000
38354.10000,1,1.000,38354.00000,5,5.000,38352.50000,0.01230000
38400.00000,2,2.000,38399.90000,2,2.000,38399.90000,0.02592330
38400.00000,2,2.000,38399.90000,2,2.000,38399.90000,0.02592330
38397.00000,3,3.000,38396.90000,1,1.000,38399.90000,0.20000000
38397.00000,4,4.000,38396.90000,1,1.000,38399.90000,0.20000000
38397.00000,2,2.000,38396.90000,1,1.000,38399.90000,0.20000000
38397.00000,3,3.000,38396.90000,1,1.000,38399.90000,0.20000000
38397.00000,3,3.000,38396.90000,1,1.000,38399.90000,0.20000000
38369.70000,2,2.000,38355.20000,1,1.000,38354.40000,0.00000022
38370.20000,2,2.000,38355.10000,1,1.000,38354.40000,0.00000022
38363.50000,2,2.000,38363.40000,1,1.000,38363.40000,0.02921614
38363.50000,2,2.000,38363.40000,1,1.000,38354.40000,0.00000022
38376.40000,1,1.000,38356.60000,1,1.000,38376.50000,0.01000000
38376.40000,1,1.000,38356.60000,1,1.000,38376.50000,0.01000000
38375.70000,1,1.000,38367.90000,1,1.000,38376.50000,0.01000000
38370.40000,2,2.000,38356.70000,1,1.000,38375.30000,0.02796335
38370.40000,2,2.000,38356.70000,1,1.000,38375.30000,0.02796335
38358.90000,1,1.000,38358.80000,3,3.000,38365.10000,0.05755244
38358.90000,1,1.000,38358.80000,3,3.000,38365.10000,0.05755244
38376.60000,1,1.000,38359.80000,2,2.000,38365.10000,0.05755244
38376.60000,1,1.000,38359.90000,1,1.000,38365.10000,0.05755244
38376.60000,1,1.000,38359.90000,1,1.000,38365.10000,0.05755244
38378.10000,1,1.000,38372.00000,1,1.000,38361.60000,0.05287416
38371.50000,1,1.000,38371.40000,1,1.000,38361.60000,0.05287416
38377.20000,1,1.000,38377.10000,1,1.000,38377.20000,0.25000000
38378.10000,1,1.000,38378.00000,2,2.000,38377.20000,0.25000000
38382.10000,1,1.000,38376.80000,1,1.000,38386.00000,0.00700000
38386.00000,1,1.000,38376.80000,1,1.000,38377.20000,0.25000000
38381.90000,2,2.000,38364.60000,1,1.000,38386.00000,0.00700000
38374.00000,1,1.000,38364.90000,1,1.000,38386.00000,0.00700000
38374.70000,1,1.000,38364.20000,1,1.000,38365.10000,0.00500000
38374.90000,1,1.000,38364.20000,1,1.000,38386.00000,0.00700000
38354.10000,2,2.000,38354.00000,1,1.000,38360.10000,0.20000000
38348.90000,3,3.000,38348.80000,1,1.000,38360.10000,0.20000000
38348.90000,3,3.000,38348.80000,1,1.000,38360.10000,0.20000000
38348.90000,3,3.000,38348.80000,1,1.000,38348.80000,0.04773134
38364.80000,1,1.000,38350.10000,1,1.000,38348.80000,0.04773134
38380.10000,1,1.000,38376.20000,1,1.000,38376.50000,0.30000000
38378.00000,1,1.000,38369.70000,1,1.000,38370.10000,0.00121000
38378.00000,5,5.000,38356.70000,1,1.000,38370.10000,0.00121000
38367.20000,1,1.000,38356.70000,1,1.000,38370.10000,0.00121000
38378.00000,5,5.000,38356.70000,1,1.000,38370.10000,0.00121000
38343.50000,1,1.000,38333.30000,1,1.000,38333.40000,0.03742061
38329.90000,1,1.000,38317.00000,1,1.000,38333.40000,0.03742061
38329.90000,1,1.000,38317.00000,1,1.000,38333.40000,0.03742061
38329.90000,1,1.000,38317.00000,1,1.000,38333.40000,0.03742061
38301.50000,2,2.000,38301.40000,2,2.000,38301.10000,0.00000005
38299.60000,1,1.000,38290.80000,1,1.000,38299.60000,0.00338000
38295.20000,1,1.000,38290.70000,1,1.000,38299.60000,0.00338000
38290.70000,1,1.000,38276.90000,2,2.000,38299.60000,0.00338000
38295.10000,1,1.000,38290.70000,1,1.000,38299.60000,0.00338000
38290.30000,1,1.000,38282.50000,1,1.000,38290.30000,0.00240034
38290.40000,1,1.000,38277.70000,1,1.000,38299.60000,0.00338000
38290.30000,1,1.000,38290.20000,5,5.000,38290.30000,0.00240034
38290.30000,1,1.000,38290.20000,5,5.000,38290.30000,0.00240034
38313.70000,1,1.000,38313.60000,1,1.000,38313.60000,0.00150000
38329.10000,1,1.000,38309.60000,2,2.000,38329.10000,0.16078731
38314.50000,1,1.000,38314.30000,1,1.000,38329.10000,0.16078731
38314.50000,2,2.000,38314.40000,2,2.000,38314.50000,0.01660799
38314.50000,1,1.000,38314.40000,1,1.000,38314.50000,0.01660799
38314.60000,1,1.000,38314.40000,2,2.000,38314.50000,0.01660799
38314.50000,4,4.000,38314.40000,1,1.000,38314.50000,0.01660799
38314.50000,2,2.000,38314.40000,1,1.000,38314.50000,0.01660799
38310.50000,1,1.000,38307.20000,1,1.000,38314.50000,0.01660799
38307.30000,4,4.000,38307.20000,1,1.000,38314.50000,0.01660799
38307.30000,4,4.000,38307.20000,1,1.000,38314.50000,0.01660799
38307.30000,4,4.000,38307.20000,1,1.000,38314.50000,0.01660799
38291.60000,2,2.000,38291.50000,1,1.000,38306.60000,0.29587772
38291.60000,2,2.000,38291.50000,1,1.000,38306.60000,0.29587772
38291.10000,1,1.000,38282.60000,1,1.000,38306.60000,0.29587772
38272.90000,4,4.000,38272.80000,1,1.000,38306.60000,0.29587772
38272.90000,4,4.000,38272.80000,1,1.000,38306.60000,0.29587772
38272.90000,5,5.000,38272.80000,1,1.000,38306.60000,0.29587772
38272.90000,4,4.000,38272.80000,1,1.000,38306.60000,0.29587772
38272.90000,4,4.000,38272.80000,1,1.000,38272.90000,0.00021025
38272.90000,5,5.000,38272.80000,1,1.000,38272.80000,0.00168644
38272.90000,5,5.000,38272.80000,1,1.000,38272.80000,0.00168644
38272.90000,5,5.000,38272.80000,1,1.000,38272.80000,0.00168644
38241.60000,3,3.000,38241.50000,1,1.000,38265.40000,0.01000000
38231.20000,1,1.000,38231.10000,1,1.000,38231.10000,0.01000000
38231.00000,3,3.000,38222.50000,1,1.000,38231.00000,0.40000000
38231.00000,1,1.000,38230.90000,1,1.000,38231.10000,0.01000000
38222.60000,4,4.000,38222.50000,1,1.000,38222.50000,0.00800000
38222.60000,4,4.000,38222.50000,1,1.000,38222.50000,0.00800000
38216.30000,2,2.000,38216.20000,1,1.000,38222.50000,0.02060000
38208.20000,1,1.000,38200.70000,1,1.000,38200.10000,0.01060000
38200.10000,2,2.000,38200.00000,1,1.000,38200.10000,0.01060000
38208.20000,1,1.000,38201.80000,1,1.000,38200.10000,0.01060000
38230.00000,1,1.000,38229.90000,3,3.000,38222.40000,0.03510000
38259.90000,2,2.000,38237.40000,1,1.000,38230.00000,0.00000001
38250.50000,1,1.000,38244.40000,1,1.000,38267.40000,0.10000000
38237.70000,1,1.000,38231.00000,1,1.000,38244.50000,0.04769814
38244.50000,4,4.000,38244.40000,1,1.000,38244.50000,0.04769814
38237.70000,1,1.000,38231.00000,1,1.000,38244.50000,0.04769814
38222.80000,2,2.000,38222.70000,2,2.000,38244.50000,0.04769814
38222.80000,2,2.000,38222.70000,2,2.000,38222.70000,0.03000000
38222.80000,2,2.000,38222.70000,2,2.000,38222.80000,0.00020930
38222.80000,2,2.000,38222.70000,2,2.000,38222.80000,0.00020930
38222.80000,4,4.000,38222.70000,1,1.000,38222.80000,0.00020930
38222.80000,4,4.000,38222.70000,1,1.000,38222.80000,0.00020930
38200.20000,4,4.000,38200.10000,1,1.000,38222.80000,0.00020930
38200.20000,4,4.000,38200.10000,1,1.000,38222.80000,0.00020930
38200.20000,4,4.000,38200.10000,1,1.000,38222.80000,0.00020930
38200.10000,9,9.000,38200.00000,1,1.000,38200.20000,0.00300000
38200.10000,8,8.000,38200.00000,1,1.000,38200.00000,0.05000000
38200.10000,8,8.000,38200.00000,1,1.000,38200.10000,1.00000000
38177.10000,3,3.000,38177.00000,4,4.000,38177.10000,0.05000000
38171.10000,4,4.000,38171.00000,1,1.000,38171.10000,0.09155000
38120.70000,1,1.000,38120.20000,2,2.000,38132.40000,0.01729580
38170.20000,1,1.000,38120.60000,1,1.000,38117.30000,0.15993059
38105.50000,2,2.000,38105.40000,1,1.000,38105.50000,0.05000000
38120.60000,1,1.000,38105.40000,4,4.000,38105.50000,0.00266566
38105.50000,1,1.000,38105.40000,1,1.000,38105.50000,0.05000000
38128.80000,1,1.000,38105.80000,1,1.000,38105.50000,0.00266566
38124.90000,1,1.000,38124.80000,1,1.000,38105.50000,0.00266566
38140.30000,1,1.000,38124.90000,1,1.000,38124.80000,0.06775712
38140.30000,1,1.000,38124.90000,1,1.000,38124.80000,0.06775712
38118.60000,1,1.000,38118.50000,1,1.000,38124.30000,0.00466917
38118.60000,3,3.000,38118.50000,1,1.000,38124.30000,0.00466917
38129.10000,1,1.000,38112.20000,1,1.000,38124.30000,0.00466917
38116.50000,1,1.000,38113.50000,1,1.000,38124.30000,0.00466917
38129.00000,1,1.000,38113.50000,1,1.000,38124.30000,0.00466917
38129.00000,1,1.000,38114.20000,1,1.000,38124.30000,0.00466917
38105.60000,1,1.000,38105.50000,1,1.000,38114.20000,0.00150000
38105.60000,1,1.000,38105.50000,1,1.000,38105.60000,0.65776602
38105.60000,1,1.000,38105.50000,1,1.000,38105.60000,0.65776602
38105.60000,2,2.000,38105.50000,1,1.000,38105.60000,0.65776602
38105.60000,3,3.000,38105.50000,1,1.000,38105.60000,0.65776602
38105.60000,3,3.000,38105.50000,1,1.000,38105.60000,0.65776602
38105.60000,3,3.000,38105.50000,1,1.000,38105.60000,0.65776602
38107.90000,1,1.000,38105.60000,3,3.000,38118.00000,0.28255493
38116.70000,1,1.000,38106.30000,1,1.000,38118.00000,0.28255493
38113.60000,1,1.000,38111.90000,1,1.000,38111.90000,0.03500000
38116.60000,1,1.000,38111.90000,1,1.000,38118.00000,0.28255493
38106.00000,1,1.000,38105.50000,1,1.000,38111.90000,0.03500000
